ENSG00000000003 TSPAN6
ENSG00000197063 MAFG
ENSG00000197070 ARRDC1
ENSG00000197077 KIAA1671
ENSG00000197081 IGF2R
ENSG00000197093 GAL3ST4
ENSG00000197099 RP11.573D15.8
ENSG00000197102 DYNC1H1
ENSG00000197111 PCBP2
ENSG00000197114 ZGPAT
ENSG00000197119 SLC25A29
ENSG00000197121 PGAP1
ENSG00000197122 SRC
ENSG00000197128 ZNF772
ENSG00000197134 ZNF257
ENSG00000197136 PCNXL3
ENSG00000197140 ADAM32
ENSG00000197142 ACSL5
ENSG00000197147 LRRC8B
ENSG00000197149 RP11.452G18.2
ENSG00000197150 ABCB8
ENSG00000197153 HIST1H3J
ENSG00000197157 SND1
ENSG00000197162 ZNF785
ENSG00000197165 SULT1A2
ENSG00000197168 NEK5
ENSG00000197170 PSMD12
ENSG00000197172 MAGEA6
ENSG00000197180 CH17.340M24.3
ENSG00000197181 PIWIL2
ENSG00000197182 MIRLET7BHG
ENSG00000197183 NOL4L
ENSG00000197191 CYSRT1
ENSG00000197208 SLC22A4
ENSG00000197213 ZSCAN5B
ENSG00000197217 ENTPD4
ENSG00000197223 C1D
ENSG00000197226 TBC1D9B
ENSG00000197238 HIST1H4J
ENSG00000197249 SERPINA1
ENSG00000197251 LINC00336
ENSG00000197253 TPSB2
ENSG00000197256 KANK2
ENSG00000197258 EIF4BP6
ENSG00000197261 C6orf141
ENSG00000197265 GTF2E2
ENSG00000197275 RAD54B
ENSG00000197279 ZNF165
ENSG00000197283 SYNGAP1
ENSG00000197291 RAMP2.AS1
ENSG00000197296 FITM2
ENSG00000197299 BLM
ENSG00000197301 RP11.366L20.2
ENSG00000197302 ZNF720
ENSG00000197312 DDI2
ENSG00000197321 SVIL
ENSG00000197323 TRIM33
ENSG00000197324 LRP10
ENSG00000197329 PELI1
ENSG00000197334 Metazoa_SRP.1
ENSG00000197343 ZNF655
ENSG00000197345 MRPL21
ENSG00000197355 UAP1L1
ENSG00000197358 BNIP3P1
ENSG00000197361 FBXL22
ENSG00000197362 ZNF786
ENSG00000197363 ZNF517
ENSG00000197372 ZNF675
ENSG00000197375 SLC22A5
ENSG00000197380 DACT3
ENSG00000197381 ADARB1
ENSG00000197385 ZNF860
ENSG00000197386 HTT
ENSG00000197405 C5AR1
ENSG00000197408 CYP2B6
ENSG00000197409 HIST1H3D
ENSG00000197415 VEPH1
ENSG00000197417 SHPK
ENSG00000197429 IPP
ENSG00000197442 MAP3K5
ENSG00000197444 OGDHL
ENSG00000197448 GSTK1
ENSG00000197451 HNRNPAB
ENSG00000197457 STMN3
ENSG00000197461 PDGFA
ENSG00000197465 GYPE
ENSG00000197471 SPN
ENSG00000197479 PCDHB11
ENSG00000197483 ZNF628
ENSG00000197496 SLC2A10
ENSG00000197497 ZNF665
ENSG00000197498 RPF2
ENSG00000197503 LINC00477
ENSG00000197520 FAM177B
ENSG00000197530 MIB2
ENSG00000197535 MYO5A
ENSG00000197536 C5orf56
ENSG00000197548 ATG7
ENSG00000197550 RP11.460N11.2
ENSG00000197555 SIPA1L1
ENSG00000197557 TTC30A
ENSG00000197558 SSPO
ENSG00000197561 ELANE
ENSG00000197562 RAB40C
ENSG00000197563 PIGN
ENSG00000197565 COL4A6
ENSG00000197566 ZNF624
ENSG00000197568 HHLA3
ENSG00000197575 RPS17P2
ENSG00000197576 HOXA4
ENSG00000197579 TOPORS
ENSG00000197580 BCO2
ENSG00000197582 GPX1P1
ENSG00000197584 KCNMB2
ENSG00000197585 AC107218.3
ENSG00000197586 ENTPD6
ENSG00000197594 ENPP1
ENSG00000197599 CCDC154
ENSG00000197601 FAR1
ENSG00000197603 C5orf42
ENSG00000197608 ZNF841
ENSG00000197619 ZNF615
ENSG00000197620 CXorf40A
ENSG00000197622 CDC42SE1
ENSG00000197629 MPEG1
ENSG00000197635 DPP4
ENSG00000197644 AC106870.2
ENSG00000197646 PDCD1LG2
ENSG00000197647 ZNF433
ENSG00000197653 DNAH10
ENSG00000197658 SLC22A24
ENSG00000197670 RP4.724E16.2
ENSG00000197694 SPTAN1
ENSG00000197696 NMB
ENSG00000197702 PARVA
ENSG00000197705 KLHL14
ENSG00000197712 FAM114A1
ENSG00000197713 RPE
ENSG00000197714 ZNF460
ENSG00000197724 PHF2
ENSG00000197728 RPS26
ENSG00000197734 C14orf178
ENSG00000197744 PTMAP2
ENSG00000197746 PSAP
ENSG00000197747 S100A10
ENSG00000197748 CFAP43
ENSG00000197753 LHFPL5
ENSG00000197756 RPL37A
ENSG00000197757 HOXC6
ENSG00000197763 TXNRD3
ENSG00000197766 CFD
ENSG00000197768 C9orf173
ENSG00000197771 MCMBP
ENSG00000197774 EME2
ENSG00000197776 KLHDC1
ENSG00000197779 ZNF81
ENSG00000197780 TAF13
ENSG00000197782 ZNF780A
ENSG00000197785 ATAD3A
ENSG00000197798 FAM118B
ENSG00000197808 ZNF461
ENSG00000197813 CTC.301O7.4
ENSG00000197815 RP1.253P7.4
ENSG00000197816 CCDC180
ENSG00000197818 SLC9A8
ENSG00000197822 OCLN
ENSG00000197826 C4orf22
ENSG00000197837 HIST4H4
ENSG00000197841 ZNF181
ENSG00000197847 SLC22A20
ENSG00000197852 FAM212B
ENSG00000197857 ZNF44
ENSG00000197858 GPAA1
ENSG00000197860 SGTB
ENSG00000197863 ZNF790
ENSG00000197872 FAM49A
ENSG00000197879 MYO1C
ENSG00000197880 MDS2
ENSG00000197885 NKIRAS1
ENSG00000197888 UGT2B17
ENSG00000197889 MEIG1
ENSG00000197892 KIF13B
ENSG00000197894 ADH5
ENSG00000197903 HIST1H2BK
ENSG00000197912 SPG7
ENSG00000197927 C2orf27A
ENSG00000197928 ZNF677
ENSG00000197930 ERO1L
ENSG00000197933 ZNF823
ENSG00000197935 ZNF311
ENSG00000197937 ZNF347
ENSG00000197943 PLCG2
ENSG00000197948 FCHSD1
ENSG00000197951 ZNF71
ENSG00000197956 S100A6
ENSG00000197958 RPL12
ENSG00000197959 DNM3
ENSG00000197961 ZNF121
ENSG00000197965 MPZL1
ENSG00000197969 VPS13A
ENSG00000197971 MBP
ENSG00000197976 AKAP17A
ENSG00000197978 GOLGA6L9
ENSG00000197980 LEKR1
ENSG00000197982 C1orf122
ENSG00000197989 SNHG12
ENSG00000197992 CLEC9A
ENSG00000198000 NOL8
ENSG00000198001 IRAK4
ENSG00000198003 CCDC151
ENSG00000198015 MRPL42
ENSG00000198018 ENTPD7
ENSG00000198019 FCGR1B
ENSG00000198026 ZNF335
ENSG00000198034 RPS4X
ENSG00000198039 ZNF273
ENSG00000198040 ZNF84
ENSG00000198042 MAK16
ENSG00000198046 ZNF667
ENSG00000198053 SIRPA
ENSG00000198054 DSCR8
ENSG00000198055 GRK6
ENSG00000198056 PRIM1
ENSG00000198060 MARCH5
ENSG00000198064 RP11.347C12.1
ENSG00000198075 SULT1C4
ENSG00000198081 ZBTB14
ENSG00000198087 CD2AP
ENSG00000198088 NUP62CL
ENSG00000198089 SFI1
ENSG00000198093 ZNF649
ENSG00000198099 ADH4
ENSG00000198105 ZNF248
ENSG00000198106 SNX29P2
ENSG00000198108 CHSY3
ENSG00000198113 TOR4A
ENSG00000198121 LPAR1
ENSG00000198125 MB
ENSG00000198130 HIBCH
ENSG00000198131 ZNF544
ENSG00000198133 TMEM229B
ENSG00000198134 RP11.267J23.4
ENSG00000198142 SOWAHC
ENSG00000198146 ZNF770
ENSG00000198155 ZNF876P
ENSG00000198156 NPIPB6
ENSG00000198157 HMGN5
ENSG00000198160 MIER1
ENSG00000198162 MAN1A2
ENSG00000198168 SVIP
ENSG00000198169 ZNF251
ENSG00000198171 DDRGK1
ENSG00000198176 TFDP1
ENSG00000198182 ZNF607
ENSG00000198185 ZNF334
ENSG00000198189 HSD17B11
ENSG00000198198 SZT2
ENSG00000198203 SULT1C2
ENSG00000198205 ZXDA
ENSG00000198208 RPS6KL1
ENSG00000198218 QRICH1
ENSG00000198221 MLLT4.AS1
ENSG00000198223 CSF2RA
ENSG00000198225 FKBP1C
ENSG00000198231 DDX42
ENSG00000198242 RPL23A
ENSG00000198246 SLC29A3
ENSG00000198252 STYX
ENSG00000198258 UBL5
ENSG00000198265 HELZ
ENSG00000198270 TMEM116
ENSG00000198276 UCKL1
ENSG00000198284 NUP210P1
ENSG00000198286 CARD11
ENSG00000198298 ZNF485
ENSG00000198300 PEG3
ENSG00000198301 SDAD1
ENSG00000198312 BMS1P9
ENSG00000198315 ZKSCAN8
ENSG00000198324 FAM109A
ENSG00000198326 TMEM239
ENSG00000198331 HYLS1
ENSG00000198336 MYL4
ENSG00000198342 ZNF442
ENSG00000198346 ZNF813
ENSG00000198353 HOXC4
ENSG00000198355 PIM3
ENSG00000198356 ASNA1
ENSG00000198363 ASPH
ENSG00000198369 SPRED2
ENSG00000198373 WWP2
ENSG00000198380 GFPT1
ENSG00000198382 UVRAG
ENSG00000198384 TPTE2P3
ENSG00000198393 ZNF26
ENSG00000198399 ITSN2
ENSG00000198406 BZW1P2
ENSG00000198408 MGEA5
ENSG00000198416 ZNF658B
ENSG00000198417 MT1F
ENSG00000198420 TCAF1
ENSG00000198429 ZNF69
ENSG00000198431 TXNRD1
ENSG00000198440 ZNF583
ENSG00000198453 ZNF568
ENSG00000198455 ZXDB
ENSG00000198464 ZNF480
ENSG00000198466 ZNF587
ENSG00000198467 TPM2
ENSG00000198468 FLVCR1.AS1
ENSG00000198478 SH3BGRL2
ENSG00000198482 ZNF808
ENSG00000198483 ANKRD35
ENSG00000198492 YTHDF2
ENSG00000198496 NBR2
ENSG00000198498 TMA16
ENSG00000198502 HLA.DRB5
ENSG00000198513 ATL1
ENSG00000198515 CNGA1
ENSG00000198517 MAFK
ENSG00000198520 C1orf228
ENSG00000198521 ZNF43
ENSG00000198522 GPN1
ENSG00000198523 PLN
ENSG00000198535 C2CD4A
ENSG00000198538 ZNF28
ENSG00000198542 ITGBL1
ENSG00000198546 ZNF511
ENSG00000198547 C20orf203
ENSG00000198551 ZNF627
ENSG00000198553 KCNRG
ENSG00000198554 WDHD1
ENSG00000198556 ZNF789
ENSG00000198561 CTNND1
ENSG00000198563 DDX39B
ENSG00000198574 SH2D1B
ENSG00000198580 RP11.611L7.2
ENSG00000198585 NUDT16
ENSG00000198586 TLK1
ENSG00000198589 LRBA
ENSG00000198590 C3orf35
ENSG00000198604 BAZ1A
ENSG00000198612 COPS8
ENSG00000198618 PPIAP22
ENSG00000198624 CCDC69
ENSG00000198625 MDM4
ENSG00000198626 RYR2
ENSG00000198633 ZNF534
ENSG00000198642 KLHL9
ENSG00000198646 NCOA6
ENSG00000198648 STK39
ENSG00000198650 TAT
ENSG00000198658 ABHD17AP1
ENSG00000198663 C6orf89
ENSG00000198668 CALM1
ENSG00000198673 FAM19A2
ENSG00000198677 TTC37
ENSG00000198680 TUSC1
ENSG00000198681 MAGEA1
ENSG00000198682 PAPSS2
ENSG00000198689 SLC9A6
ENSG00000198690 FAN1
ENSG00000198691 ABCA4
ENSG00000198692 EIF1AY
ENSG00000198695 MT.ND6
ENSG00000198700 IPO9
ENSG00000198707 CEP290
ENSG00000198711 SSBP3.AS1
ENSG00000198712 MT.CO2
ENSG00000198715 GLMP
ENSG00000198718 FAM179B
ENSG00000198719 DLL1
ENSG00000198720 ANKRD13B
ENSG00000198721 ECI2
ENSG00000198722 UNC13B
ENSG00000198727 MT.CYB
ENSG00000198728 LDB1
ENSG00000198730 CTR9
ENSG00000198732 SMOC1
ENSG00000198734 F5
ENSG00000198736 MSRB1
ENSG00000198738 SMIM11P1
ENSG00000198740 ZNF652
ENSG00000198742 SMURF1
ENSG00000198743 SLC5A3
ENSG00000198744 RP5.857K21.11
ENSG00000198746 GPATCH3
ENSG00000198752 CDC42BPB
ENSG00000198753 PLXNB3
ENSG00000198754 OXCT2
ENSG00000198755 RPL10A
ENSG00000198763 MT.ND2
ENSG00000198771 RCSD1
ENSG00000198774 RASSF9
ENSG00000198780 FAM169A
ENSG00000198783 ZNF830
ENSG00000198785 GRIN3A
ENSG00000198786 MT.ND5
ENSG00000198791 CNOT7
ENSG00000198792 TMEM184B
ENSG00000198793 MTOR
ENSG00000198794 SCAMP5
ENSG00000198795 ZNF521
ENSG00000198796 ALPK2
ENSG00000198799 LRIG2
ENSG00000198804 MT.CO1
ENSG00000198805 PNP
ENSG00000198814 GK
ENSG00000198815 FOXJ3
ENSG00000198816 ZNF358
ENSG00000198818 SFT2D1
ENSG00000198821 CD247
ENSG00000198824 CHAMP1
ENSG00000198825 INPP5F
ENSG00000198826 ARHGAP11A
ENSG00000198829 SUCNR1
ENSG00000198830 HMGN2
ENSG00000198832 SELM
ENSG00000198833 UBE2J1
ENSG00000198835 GJC2
ENSG00000198836 OPA1
ENSG00000198837 DENND4B
ENSG00000198838 RYR3
ENSG00000198839 ZNF277
ENSG00000198840 MT.ND3
ENSG00000198841 KTI12
ENSG00000198843 SELT
ENSG00000198844 ARHGEF15
ENSG00000198846 TOX
ENSG00000198851 CD3E
ENSG00000198855 FICD
ENSG00000198856 OSTC
ENSG00000198858 R3HDM4
ENSG00000198860 TSEN15
ENSG00000198862 LTN1
ENSG00000198863 RUNDC1
ENSG00000198865 CCDC152
ENSG00000198868 CTB.36O1.4
ENSG00000198870 STKLD1
ENSG00000198873 GRK5
ENSG00000198874 TYW1
ENSG00000198876 DCAF12
ENSG00000198879 SFMBT2
ENSG00000198881 ASB12
ENSG00000198883 PNMA5
ENSG00000198885 ITPRIPL1
ENSG00000198886 MT.ND4
ENSG00000198887 SMC5
ENSG00000198888 MT.ND1
ENSG00000198890 PRMT6
ENSG00000198892 SHISA4
ENSG00000198894 CIPC
ENSG00000198898 CAPZA2
ENSG00000198899 MT.ATP6
ENSG00000198900 TOP1
ENSG00000198901 PRC1
ENSG00000198908 BHLHB9
ENSG00000198909 MAP3K3
ENSG00000198911 SREBF2
ENSG00000198912 C1orf174
ENSG00000198915 RASGEF1A
ENSG00000198917 C9orf114
ENSG00000198918 RPL39
ENSG00000198919 DZIP3
ENSG00000198920 KIAA0753
ENSG00000198923 RP11.290L1.7
ENSG00000198924 DCLRE1A
ENSG00000198925 ATG9A
ENSG00000198929 NOS1AP
ENSG00000198930 CSAG1
ENSG00000198931 APRT
ENSG00000198932 GPRASP1
ENSG00000198933 TBKBP1
ENSG00000198934 MAGEE1
ENSG00000198937 CCDC167
ENSG00000198938 MT.CO3
ENSG00000198944 SOWAHA
ENSG00000198945 L3MBTL3
ENSG00000198947 DMD
ENSG00000198948 MFAP3L
ENSG00000198951 NAGA
ENSG00000198952 SMG5
ENSG00000198954 KIAA1279
ENSG00000198959 TGM2
ENSG00000198960 ARMCX6
ENSG00000198961 PJA2
ENSG00000198963 RORB
ENSG00000198964 SGMS1
ENSG00000198987 MIR16.2
ENSG00000199023 MIR339
ENSG00000199024 MIR103A2
ENSG00000199032 MIR425
ENSG00000199035 MIR103A1
ENSG00000199036 MIR219A1
ENSG00000199053 MIR324
ENSG00000199072 MIRLET7F1
ENSG00000199082 MIR342
ENSG00000199085 MIR148A
ENSG00000199102 MIR302C
ENSG00000199121 MIR26B
ENSG00000199122 MIR148B
ENSG00000199130 MIR365A
ENSG00000199133 MIRLET7D
ENSG00000199135 MIR101.1
ENSG00000199145 MIR302D
ENSG00000199150 MIRLET7G
ENSG00000199165 MIRLET7A1
ENSG00000199169 MIR367
ENSG00000199172 MIR331
ENSG00000199179 MIRLET7I
ENSG00000199200 Y_RNA.1
ENSG00000199201 Y_RNA.2
ENSG00000199202 RNA5SP289
ENSG00000199204 Y_RNA.3
ENSG00000199226 RNU6.50P
ENSG00000199237 RNU6.834P
ENSG00000199248 RNU6.28P
ENSG00000199279 RNU6.661P
ENSG00000199289 RNU6.502P
ENSG00000199306 RNU6.858P
ENSG00000199325 RNU4.39P
ENSG00000199327 RNU6.230P
ENSG00000199331 Y_RNA.4
ENSG00000199347 RNU5E.1
ENSG00000199349 Y_RNA.5
ENSG00000199357 Y_RNA.6
ENSG00000199360 RNU6.1115P
ENSG00000199366 Y_RNA.7
ENSG00000199377 RNU5F.1
ENSG00000199381 RNU6.79P
ENSG00000199400 RNY4P19
ENSG00000199405 SNORA1
ENSG00000199411 SNORD62
ENSG00000199426 RNU1.108P
ENSG00000199436 SNORD9
ENSG00000199455 RNA5SP191
ENSG00000199461 Y_RNA.8
ENSG00000199471 Y_RNA.9
ENSG00000199472 Y_RNA.10
ENSG00000199482 RNU6.633P
ENSG00000199509 RNA5SP477
ENSG00000199529 RNU6.462P
ENSG00000199530 Y_RNA.11
ENSG00000199536 RNU6.315P
ENSG00000199562 RNU6.37P
ENSG00000199568 RNU5A.1
ENSG00000199591 Y_RNA.12
ENSG00000199594 RNU6.1301P
ENSG00000199595 Y_RNA.13
ENSG00000199601 RNU6.562P
ENSG00000199627 RNU6.1010P
ENSG00000199633 SNORA63
ENSG00000199636 Y_RNA.14
ENSG00000199638 RNA5SP319
ENSG00000199646 RNU6.1272P
ENSG00000199667 Y_RNA.15
ENSG00000199668 Y_RNA.16
ENSG00000199672 RNU4.21P
ENSG00000199676 Y_RNA.17
ENSG00000199683 RN7SKP185
ENSG00000199691 RN7SKP173
ENSG00000199695 RNU6.1128P
ENSG00000199700 RNU6.223P
ENSG00000199709 RNU4.23P
ENSG00000199710 Y_RNA.18
ENSG00000199730 RN7SKP95
ENSG00000199732 Y_RNA.19
ENSG00000199740 Y_RNA.20
ENSG00000199751 Y_RNA.21
ENSG00000199753 SNORD104
ENSG00000199755 Y_RNA.22
ENSG00000199756 Y_RNA.23
ENSG00000199781 Y_RNA.24
ENSG00000199787 SNORA42
ENSG00000199788 RNY3P2
ENSG00000199791 RNU6.451P
ENSG00000199797 Y_RNA.25
ENSG00000199804 RNA5SP383
ENSG00000199805 RNU1.134P
ENSG00000199806 RNA5SP491
ENSG00000199824 RNU6.199P
ENSG00000199832 Y_RNA.26
ENSG00000199839 RNA5SP150
ENSG00000199865 RNU6.495P
ENSG00000199866 Y_RNA.27
ENSG00000199867 Y_RNA.28
ENSG00000199872 RNU6.942P
ENSG00000199875 Y_RNA.29
ENSG00000199879 RNU1.120P
ENSG00000199881 Y_RNA.30
ENSG00000199886 RNU6.249P
ENSG00000199899 Y_RNA.31
ENSG00000199906 RNU5B.2P
ENSG00000199920 RNU4.44P
ENSG00000199929 RNA5SP405
ENSG00000199933 RNY1P16
ENSG00000199934 SNORD81
ENSG00000199944 RNU6.653P
ENSG00000199959 SNORA2
ENSG00000199971 RNU6.797P
ENSG00000199977 SNORA73
ENSG00000199990 VTRNA1.1
ENSG00000200013 RNU6.623P
ENSG00000200060 Y_RNA.32
ENSG00000200063 SNORA30
ENSG00000200075 SNORA25
ENSG00000200090 Y_RNA.33
ENSG00000200091 RN7SKP163
ENSG00000200095 RNU6.181P
ENSG00000200113 SNORA51
ENSG00000200114 RNA5SP123
ENSG00000200130 SNORA63.1
ENSG00000200135 Y_RNA.34
ENSG00000200138 RNY1P10
ENSG00000200142 Y_RNA.35
ENSG00000200146 RNU6.544P
ENSG00000200152 RNU6.216P
ENSG00000200156 RNU5B.1
ENSG00000200164 Y_RNA.36
ENSG00000200169 RNU5D.1
ENSG00000200170 Y_RNA.37
ENSG00000200175 RNU6.1309P
ENSG00000200183 RNU6.238P
ENSG00000200198 RN7SKP211
ENSG00000200201 Y_RNA.38
ENSG00000200209 Y_RNA.39
ENSG00000200235 SNORA27
ENSG00000200241 Y_RNA.40
ENSG00000200248 RNA5SP214
ENSG00000200253 RNU6.529P
ENSG00000200257 RNU6.97P
ENSG00000200291 Y_RNA.41
ENSG00000200294 SNORA36
ENSG00000200301 RNA5SP483
ENSG00000200309 Y_RNA.42
ENSG00000200318 U3
ENSG00000200332 Y_RNA.43
ENSG00000200344 Y_RNA.44
ENSG00000200350 RNU6.1285P
ENSG00000200354 SNORA71D
ENSG00000200372 RNU5E.8P
ENSG00000200376 RNU5E.10P
ENSG00000200388 RNU6.618P
ENSG00000200390 Y_RNA.45
ENSG00000200397 Y_RNA.46
ENSG00000200403 RNU6.1099P
ENSG00000200419 Y_RNA.47
ENSG00000200421 Y_RNA.48
ENSG00000200473 RNA5SP507
ENSG00000200488 RN7SKP203
ENSG00000200496 U8
ENSG00000200502 Y_RNA.49
ENSG00000200506 Y_RNA.50
ENSG00000200516 RNA5SP378
ENSG00000200520 RNU6.1214P
ENSG00000200522 RNU6.957P
ENSG00000200525 RNU6.1209P
ENSG00000200528 RNU6.1331P
ENSG00000200534 SNORA33
ENSG00000200537 RNY4P6
ENSG00000200550 RNU6.137P
ENSG00000200552 Y_RNA.51
ENSG00000200560 RNU6.288P
ENSG00000200563 RNU6.640P
ENSG00000200571 RNU6.1284P
ENSG00000200575 RNU6.414P
ENSG00000200591 Y_RNA.52
ENSG00000200594 RNU6.824P
ENSG00000200597 RNU1.87P
ENSG00000200637 RNU5F.3P
ENSG00000200649 RNA5SP343
ENSG00000200651 Y_RNA.53
ENSG00000200665 RNU6.1188P
ENSG00000200674 RN7SKP160
ENSG00000200683 RNU6.379P
ENSG00000200688 Y_RNA.54
ENSG00000200693 U3.1
ENSG00000200706 SNORD45
ENSG00000200714 Y_RNA.55
ENSG00000200731 RNU1.124P
ENSG00000200732 RNU6.194P
ENSG00000200737 Y_RNA.56
ENSG00000200742 Y_RNA.57
ENSG00000200750 Y_RNA.58
ENSG00000200755 RNA5SP68
ENSG00000200756 RNU6.236P
ENSG00000200759 RNU6.884P
ENSG00000200769 Y_RNA.59
ENSG00000200785 SNORD8
ENSG00000200788 Y_RNA.60
ENSG00000200792 SNORA80A
ENSG00000200795 RNU4.1
ENSG00000200799 RNU6.770P
ENSG00000200814 RNU6.595P
ENSG00000200833 Y_RNA.61
ENSG00000200834 Y_RNA.62
ENSG00000200840 RNU6.82P
ENSG00000200842 Y_RNA.63
ENSG00000200855 Y_RNA.64
ENSG00000200873 RNA5SP399
ENSG00000200874 Y_RNA.65
ENSG00000200879 SNORD14E
ENSG00000200882 RNU6.681P
ENSG00000200887 RNU6.598P
ENSG00000200888 Y_RNA.66
ENSG00000200895 RN7SKP245
ENSG00000200917 RNU6.553P
ENSG00000200922 Y_RNA.67
ENSG00000200926 RNU6.960P
ENSG00000200942 RNU6.501P
ENSG00000200972 RNU5A.8P
ENSG00000200976 Y_RNA.68
ENSG00000200997 RNU1.85P
ENSG00000200999 SNORD74
ENSG00000201003 SNORA58
ENSG00000201010 RN7SKP224
ENSG00000201012 Y_RNA.69
ENSG00000201013 Y_RNA.70
ENSG00000201025 SNORD74.1
ENSG00000201027 RN7SKP107
ENSG00000201028 RNU6.151P
ENSG00000201034 Y_RNA.71
ENSG00000201035 RNA5SP469
ENSG00000201044 RNU6.268P
ENSG00000201047 Y_RNA.72
ENSG00000201098 RNY1
ENSG00000201109 RNA5SP245
ENSG00000201113 RNU6.647P
ENSG00000201119 RNU1.33P
ENSG00000201121 RNY1P12
ENSG00000201151 SNORD56
ENSG00000201160 Y_RNA.73
ENSG00000201164 RNU4.36P
ENSG00000201176 RNU6.853P
ENSG00000201178 Y_RNA.74
ENSG00000201179 RNU6.1322P
ENSG00000201182 RNU6.670P
ENSG00000201183 RNVU1.3
ENSG00000201184 RNU4.68P
ENSG00000201196 Y_RNA.75
ENSG00000201198 RNU6.879P
ENSG00000201207 Y_RNA.76
ENSG00000201209 SNORD42
ENSG00000201217 Y_RNA.77
ENSG00000201221 RNU4.40P
ENSG00000201227 RNA5.8SP3
ENSG00000201228 Y_RNA.78
ENSG00000201231 RNU4.50P
ENSG00000201239 Y_RNA.79
ENSG00000201277 Y_RNA.80
ENSG00000201289 RN7SKP76
ENSG00000201298 RNU6.1164P
ENSG00000201302 SNORA65
ENSG00000201342 RNU4.38P
ENSG00000201343 Y_RNA.81
ENSG00000201348 RNU105B
ENSG00000201364 RN7SKP37
ENSG00000201367 RNU6.522P
ENSG00000201372 RNU6.1251P
ENSG00000201382 RNU6.558P
ENSG00000201384 SNORA32
ENSG00000201388 SNORA68
ENSG00000201421 Y_RNA.82
ENSG00000201426 Y_RNA.83
ENSG00000201433 RNU6.335P
ENSG00000201448 SNORA63.2
ENSG00000201451 Y_RNA.84
ENSG00000201470 RNY4P7
ENSG00000201492 RNA5SP78
ENSG00000201498 Y_RNA.85
ENSG00000201501 Y_RNA.86
ENSG00000201512 SNORA71C
ENSG00000201519 RNU6.645P
ENSG00000201524 RNU6.450P
ENSG00000201532 RNA5SP194
ENSG00000201533 RN7SKP237
ENSG00000201542 SNORA62
ENSG00000201544 SNORA16B
ENSG00000201545 RNU4.85P
ENSG00000201549 Y_RNA.87
ENSG00000201555 Y_RNA.88
ENSG00000201558 RNVU1.6
ENSG00000201563 Y_RNA.89
ENSG00000201565 Y_RNA.90
ENSG00000201573 Y_RNA.91
ENSG00000201581 RN7SKP78
ENSG00000201586 RNU6.593P
ENSG00000201592 snoU2_19
ENSG00000201616 RNU1.91P
ENSG00000201619 SNORA67
ENSG00000201620 RNA5SP51
ENSG00000201622 RNU6.621P
ENSG00000201627 Y_RNA.92
ENSG00000201643 SNORA14A
ENSG00000201649 RNY4P34
ENSG00000201654 RNU6.7
ENSG00000201659 RNU12.2P
ENSG00000201662 RNU6.60P
ENSG00000201680 Y_RNA.93
ENSG00000201687 RNU6.1107P
ENSG00000201701 SNORA25.1
ENSG00000201709 RNU6.686P
ENSG00000201728 RNA5SP479
ENSG00000201733 SNORA43
ENSG00000201747 RNU6.534P
ENSG00000201758 RN7SKP55
ENSG00000201786 Y_RNA.94
ENSG00000201791 SNORA63.3
ENSG00000201793 RN7SKP9
ENSG00000201800 Y_RNA.95
ENSG00000201801 RNU5E.4P
ENSG00000201806 RNU4.8P
ENSG00000201809 U8.1
ENSG00000201813 RNU6.915P
ENSG00000201818 RNY4P17
ENSG00000201823 SNORD48
ENSG00000201826 RNU6.867P
ENSG00000201827 SNORA33.1
ENSG00000201850 Y_RNA.96
ENSG00000201863 SNORA51.1
ENSG00000201868 Y_RNA.97
ENSG00000201882 snoU2.30
ENSG00000201913 Y_RNA.98
ENSG00000201916 Y_RNA.99
ENSG00000201942 RNA5SP363
ENSG00000201944 SNORA72
ENSG00000201988 Y_RNA.100
ENSG00000201990 Y_RNA.101
ENSG00000202014 Y_RNA.102
ENSG00000202019 Y_RNA.103
ENSG00000202031 SNORD38A
ENSG00000202058 RN7SKP80
ENSG00000202059 SNORA1.1
ENSG00000202078 Y_RNA.104
ENSG00000202079 Y_RNA.105
ENSG00000202089 RNU6.1306P
ENSG00000202092 RNA5SP190
ENSG00000202111 VTRNA1.2
ENSG00000202119 RNU6.302P
ENSG00000202150 RNU6.407P
ENSG00000202159 RNU6.742P
ENSG00000202172 RNU6.1327P
ENSG00000202177 Y_RNA.106
ENSG00000202186 RNU6.497P
ENSG00000202193 RNA5SP427
ENSG00000202198 RN7SK
ENSG00000202222 Y_RNA.107
ENSG00000202224 Y_RNA.108
ENSG00000202227 RNU6.282P
ENSG00000202231 SNORA9
ENSG00000202237 RNU6.53P
ENSG00000202239 RNU6.396P
ENSG00000202242 RNU6.1276P
ENSG00000202248 RNA5SP85
ENSG00000202255 Y_RNA.109
ENSG00000202272 Y_RNA.110
ENSG00000202279 Y_RNA.111
ENSG00000202290 RNA5SP37
ENSG00000202300 RNU6.487P
ENSG00000202310 Y_RNA.112
ENSG00000202318 Y_RNA.113
ENSG00000202329 RNU6.609P
ENSG00000202334 RNA5SP238
ENSG00000202337 RNU6.8
ENSG00000202341 RNU6.1051P
ENSG00000202343 SNORA2.1
ENSG00000202347 RNU1.16P
ENSG00000202354 RNY3
ENSG00000202356 RNA5SP277
ENSG00000202360 RN7SKP249
ENSG00000202361 Y_RNA.114
ENSG00000202374 SNORA62.1
ENSG00000202382 Y_RNA.115
